"REF","LIS_TEST_LABEL","INSTRUMENT_TEST_CODE","DESCRIP","M_REF","DAY_PRIORITY","NIGHT_PRIORITY","HOLIDAY_PRIORITY","CALCULATED","ON_HOLD","GRP_REF","REF_1","LK_USER_REF","CODE","NAME","CONNECTED","DRIVER_CLASS_NAME","PROPERTIES_FILE_PATH","MODE_O","WAIT_FOR_RESULT_CONFIRMATION","ON_HOLD_1","DLY_DB_SAMPLES_2SEND","DLY_SAMPLE_DISP_REFRESH","DLY_FOR_RESERVE_RETRY","DLY_FOR_RETRY_LATER","DLY_FOR_TIME_OUT","COM_PORT","COM_BAUDE_RATE","COM_PARITY","COM_DATA_BITS","COM_STOP_BIT","IS_EMUL","RELATED_INSTR","PORT","M_REF_1"
2892,"1071","30","D Dimer B",323,1,2,1,0,0,0,323,0,"BCS2","BCS2",1,"b01.l3.drivers.dadeBehring.bcs.BCSDriver","",1,0,0,10000,10000,2000,2000,30000,"6900",9600,0,8,1,0,"",8853,1
2913,"1116","CA HYP","Corrected Calcium",143,9,9,9,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
2932,"1118","127","Ctx Beta-CrossLaps",143,9,9,9,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
2933,"1119","44","P1NP Total Procollagen 1 ",143,9,9,9,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
3032,"417","Hb1Ac%_2","HB1AC_2",363,1,1,1,0,0,0,363,0,"OCTA","OCTA",1,"b01.l3.drivers.octa.OctaDriver","",1,0,0,10000,10000,2000,2000,30000,"6901",9600,0,8,1,0,"",8855,1
3033,"416","Hb1Ac%_3","Hb1AC_3",363,1,1,1,0,0,0,363,0,"OCTA","OCTA",1,"b01.l3.drivers.octa.OctaDriver","",1,0,0,10000,10000,2000,2000,30000,"6901",9600,0,8,1,0,"",8855,1
2994,"418","HbA1c%","HbA1c cal",363,1,1,1,1,0,0,363,0,"OCTA","OCTA",1,"b01.l3.drivers.octa.OctaDriver","",1,0,0,10000,10000,2000,2000,30000,"6901",9600,0,8,1,0,"",8855,1
2512,"1072","555","IgF1",143,9,9,9,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
2532,"1073","304","Androstenedione",143,9,9,9,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
2552,"1074","71","Anti-SARS-CoV2-S Ab",143,9,9,9,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
2572,"1076","FactorX","Factor X",143,2,2,2,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
3052,"13","LYM#","LYM#",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
2772,"1090","EPO","EPO",303,1,1,1,0,0,0,303,0,"MAGLUMI","MAGLUMI",0,"b01.l3.drivers.maglumi.MaglumiDriver","",1,0,0,10000,10000,2000,2000,30000,"6100",9600,0,8,1,0,"",8852,1
3053,"14","MON#","MON#",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3054,"15","NEU#","NEU#",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3058,"8","RDW-CV","RDW",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3056,"16","EOS#","EOS#",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3057,"17","BAS#","BAS#",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3059,"18","LYM%","LYM%",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3060,"19","MON%","MON%",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3061,"20","NEU%","NEU%",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3062,"21","EOS%","EOS%",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3063,"22","BAS%","BAS%",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
3092,"1159","552","LDL",143,9,9,9,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
341,"481","47","Lactate",63,2,2,2,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
480,"713","20","Hep.LMW",323,2,2,2,0,0,0,323,0,"BCS2","BCS2",1,"b01.l3.drivers.dadeBehring.bcs.BCSDriver","",1,0,0,10000,10000,2000,2000,30000,"6900",9600,0,8,1,0,"",8853,1
481,"710","17","LA2",323,2,1,2,0,0,0,323,0,"BCS2","BCS2",1,"b01.l3.drivers.dadeBehring.bcs.BCSDriver","",1,0,0,10000,10000,2000,2000,30000,"6900",9600,0,8,1,0,"",8853,1
482,"712","19","Hep.N",323,2,2,2,0,0,0,323,0,"BCS2","BCS2",1,"b01.l3.drivers.dadeBehring.bcs.BCSDriver","",1,0,0,10000,10000,2000,2000,30000,"6900",9600,0,8,1,0,"",8853,1
483,"711","18","LupusR",20,2,1,2,0,0,0,20,0,"BCT","BCT",0,"b01.l3.drivers.dadeBehring.bct.BCTDriver","",1,0,1,10000,10000,2000,2000,30000,"COM18",9600,0,8,1,0,"",8818,1
484,"708","15","FVIII.PSL",323,2,2,2,0,0,0,323,0,"BCS2","BCS2",1,"b01.l3.drivers.dadeBehring.bcs.BCSDriver","",1,0,0,10000,10000,2000,2000,30000,"6900",9600,0,8,1,0,"",8853,1
485,"709","16","LA1",323,2,1,2,0,0,0,323,0,"BCS2","BCS2",1,"b01.l3.drivers.dadeBehring.bcs.BCSDriver","",1,0,0,10000,10000,2000,2000,30000,"6900",9600,0,8,1,0,"",8853,1
522,"716","FV","FV",143,2,2,2,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
523,"717","FVII","FVII",143,2,2,2,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
524,"718","29","FXI",323,2,1,2,0,0,0,323,0,"BCS2","BCS2",1,"b01.l3.drivers.dadeBehring.bcs.BCSDriver","",1,0,0,10000,10000,2000,2000,30000,"6900",9600,0,8,1,0,"",8853,1
525,"719","vWFAct","VW FAg",143,2,2,2,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
562,"470","685","FolicAcid",10,1,1,1,0,0,0,10,0,"ARCHITECT","ARCHITECT",0,"b01.l3.drivers.abbott.architect.ArchitectDriver","",1,0,1,10000,10000,2000,2000,30000,"COM16",9600,0,8,1,0,"",8816,1
601,"722","AT","AntiT3",143,2,2,2,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
661,"488","402","TP",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
725,"491","283","KAPPA",63,1,1,1,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
726,"492","284","LAMBDA",63,1,1,1,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
727,"493","965","KAPPA/LAMBDA",63,1,1,1,1,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
728,"494","613","FolicAcid",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
808,"458","445","CANAB",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
1009,"499","48","Alpha1",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
360,"482","80","ACTH",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
420,"468","670","CROSSL",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
440,"483","318","KAPPA",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
441,"485","966","KAPPA/LAMBDA",83,1,1,1,1,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
442,"484","319","LAMBDA",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
460,"482","80","ACTH",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
521,"715","ProtCC","Protein C",143,2,2,2,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
541,"720","AntiXa","Heparin LMW ",143,2,2,2,0,0,0,143,0,"INFINITY","INFINITY",1,"b01.l3.drivers.roches.cobas.infinity.CobasInfinityDriver","",1,0,0,10000,10000,2000,2000,30000,"6600",9600,0,8,1,0,"",8846,1
542,"721","28","Heparin UF",323,2,1,2,0,0,0,323,0,"BCS2","BCS2",1,"b01.l3.drivers.dadeBehring.bcs.BCSDriver","",1,0,0,10000,10000,2000,2000,30000,"6900",9600,0,8,1,0,"",8853,1
702,"490","412","M ALB CSF",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
768,"495","228","Haptoglobin",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
788,"451","840","PTH",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
789,"487","890","GH",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
848,"461","207","VALP",63,2,2,2,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
928,"459","124","CARB",63,2,2,2,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
969,"497","136","Lithium",63,2,2,2,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
1049,"489","510","Calcitonine",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
1,"40","734","TOXO-M",1,1,1,1,0,0,0,1,0,"AXSYM","AXSYM",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM130",9600,0,8,1,0,"",0,1
2,"39","712","TOXO-G",1,1,1,1,0,0,0,1,0,"AXSYM","AXSYM",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM130",9600,0,8,1,0,"",0,1
4,"4","WBC","WBC",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
5,"1","HGB","HGB",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
6,"2","HCT","HCT",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
7,"5","MCV","MCV",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
8,"6","MCH","MCH",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
9,"7","MCHC","MCHC",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
10,"8","RDW","RDW",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
11,"9","MPV","MPV",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
12,"10","PDW","PDW",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
13,"3","RBC","RBC",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
14,"11","PCT","PCT",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
15,"12","PLT","PLT",343,2,2,2,0,0,0,343,0,"UMIZEN","UMIZEN",1,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,0,10000,10000,2000,2000,30000,"10006",9600,0,8,1,0,"",8854,1
17,"13","LY#","LY#",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
18,"14","MO#","MO#",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
19,"15","NE#","NE#",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
20,"16","EO#","EO#",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
21,"17","BA#","BA#",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
22,"18","LY%","LY%",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
23,"19","MO%","MO%",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
24,"20","NE%","NE%",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
25,"21","EO%","EO%",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
26,"22","BA%","BA%",163,3,3,3,0,0,0,163,0,"PENTRA-BUP","PENTRA-BUP",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM28",9600,0,8,1,0,"",8828,1
27,"1","HGB","HGB",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
28,"10","PDW","PDW",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
29,"11","PCT","PCT",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
30,"12","PLT","PLT",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
31,"13","LYM#","LYM#",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
32,"14","MON#","MON#",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
33,"15","NEU#","NEU#",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
34,"16","EOS#","EOS#",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
35,"17","BAS#","BAS#",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
36,"18","LYM%","LYM%",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
37,"19","MON%","MON%",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
38,"2","HCT","HCT",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
39,"20","NEU%","NEU%",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
40,"21","EOS%","EOS%",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
42,"22","BAS%","BAS%",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
43,"3","RBC","RBC",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
44,"4","WBC","WBC",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
45,"5","MCV","MCV",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
46,"6","MCH","MCH",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
47,"7","MCHC","MCHC",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
48,"8","RDW-CV","RDW",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
49,"9","MPV","MPV",7,1,1,1,0,0,0,7,0,"PENTRA-ML","PENTRA-ML",0,"b01.l3.drivers.horiba.yumizenP8000.YumizenP8000Driver","",1,0,1,10000,10000,500,2000,30000,"10002",9600,0,8,1,0,"",8812,1
