"REF","LIS_TEST_LABEL","INSTRUMENT_TEST_CODE","DESCRIP","M_REF","DAY_PRIORITY","NIGHT_PRIORITY","HOLIDAY_PRIORITY","CALCULATED","ON_HOLD","GRP_REF","REF_1","LK_USER_REF","CODE","NAME","CONNECTED","DRIVER_CLASS_NAME","PROPERTIES_FILE_PATH","MODE_O","WAIT_FOR_RESULT_CONFIRMATION","ON_HOLD_1","DLY_DB_SAMPLES_2SEND","DLY_SAMPLE_DISP_REFRESH","DLY_FOR_RESERVE_RETRY","DLY_FOR_RETRY_LATER","DLY_FOR_TIME_OUT","COM_PORT","COM_BAUDE_RATE","COM_PARITY","COM_DATA_BITS","COM_STOP_BIT","IS_EMUL","RELATED_INSTR","PORT","M_REF_1"
53,"26","126","CORE",1,1,1,1,0,0,0,1,0,"AXSYM","AXSYM",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM130",9600,0,8,1,0,"",0,1
54,"27","165","COREM",1,1,1,1,0,0,0,1,0,"AXSYM","AXSYM",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM130",9600,0,8,1,0,"",0,1
57,"30","186","AntiHBe_2",1,1,1,1,0,0,0,1,0,"AXSYM","AXSYM",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM130",9600,0,8,1,0,"",0,1
58,"31","147","HAVAB2",1,1,1,1,0,0,0,1,0,"AXSYM","AXSYM",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM130",9600,0,8,1,0,"",0,1
61,"34","743","CMV_G",1,1,1,1,0,0,0,1,0,"AXSYM","AXSYM",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM130",9600,0,8,1,0,"",0,1
62,"35","744","CMV_M",1,1,1,1,0,0,0,1,0,"AXSYM","AXSYM",0,"b01.l3.drivers.horiba.pentraML.PentraMLDriver","",1,0,1,10000,10000,500,2000,30000,"COM130",9600,0,8,1,0,"",0,1
66,"100","261","TT4",10,1,1,1,0,0,0,10,0,"ARCHITECT","ARCHITECT",0,"b01.l3.drivers.abbott.architect.ArchitectDriver","",1,0,1,10000,10000,2000,2000,30000,"COM16",9600,0,8,1,0,"",8816,1
68,"103","671","TT3",10,1,1,1,0,0,0,10,0,"ARCHITECT","ARCHITECT",0,"b01.l3.drivers.abbott.architect.ArchitectDriver","",1,0,1,10000,10000,2000,2000,30000,"COM16",9600,0,8,1,0,"",8816,1
77,"107","310","AFP",11,3,3,3,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
80,"450","650","Insulin",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
81,"454","110","Testosterone total",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
82,"413","381","Ferritine",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
83,"439","90","Troponin",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
84,"447","740","DHEAS",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
85,"455","700","Thyroglobulin",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
86,"460","620","Digoxin",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
87,"445","270","BNP",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
88,"448","150","FSH",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
91,"466","300","CEA",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
92,"469","100","Estradiol",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
93,"467","600","B12",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
94,"452","120","Progesterone",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
95,"449","140","LH",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
138,"402","566","AMYL",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
140,"403","734","DBIL",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
144,"404","711","TBIL",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
146,"401","478","NH3",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
148,"409","433","CHOL",12,3,3,3,0,0,0,12,0,"MODULAR","MODULAR",0,"b01.l3.drivers.abbott.modular.ModularDriver","",1,0,1,10000,10000,2000,2000,30000,"COM155",9600,0,8,1,0,"",0,1
149,"412","690","CREA",12,3,3,3,0,0,0,12,0,"MODULAR","MODULAR",0,"b01.l3.drivers.abbott.modular.ModularDriver","",1,0,1,10000,10000,2000,2000,30000,"COM155",9600,0,8,1,0,"",0,1
151,"423","435","HDLC3",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
152,"422","733","LIPAS",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
153,"405","706","Ca",12,3,3,3,0,0,0,12,0,"MODULAR","MODULAR",0,"b01.l3.drivers.abbott.modular.ModularDriver","",1,0,1,10000,10000,2000,2000,30000,"COM155",9600,0,8,1,0,"",0,1
154,"414","767","GLU",12,3,3,3,0,0,0,12,0,"MODULAR","MODULAR",0,"b01.l3.drivers.abbott.modular.ModularDriver","",1,0,1,10000,10000,2000,2000,30000,"COM155",9600,0,8,1,0,"",0,1
155,"410","57","CK",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
156,"420","964","TIBC",83,1,1,1,1,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
157,"419","661","FE",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
159,"411","60","CK-MB",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
160,"415","479","GGT",12,3,3,3,0,0,0,12,0,"MODULAR","MODULAR",0,"b01.l3.drivers.abbott.modular.ModularDriver","",1,0,1,10000,10000,2000,2000,30000,"COM155",9600,0,8,1,0,"",0,1
161,"408","991","Cl",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
163,"413","380","FERR",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
165,"421","80","LDH",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
167,"432","413","ALB",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
168,"435","687","GOT",12,3,3,3,0,0,0,12,0,"MODULAR","MODULAR",0,"b01.l3.drivers.abbott.modular.ModularDriver","",1,0,1,10000,10000,2000,2000,30000,"COM155",9600,0,8,1,0,"",0,1
169,"440","419","UREA",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
172,"445","271","PRO-BNP",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
173,"427","770","MG",12,3,3,3,0,0,0,12,0,"MODULAR","MODULAR",0,"b01.l3.drivers.abbott.modular.ModularDriver","",1,0,1,10000,10000,2000,2000,30000,"COM155",9600,0,8,1,0,"",0,1
174,"424","59","LDLC",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
175,"436","685","GPT",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
176,"428","158","ALP",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
177,"434","989","Na",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
178,"438","781","TG",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
179,"442","36","C3c",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
180,"447","740","DHEA-S",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
181,"441","700","UA",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
182,"429","675","PHOS",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
183,"444","210","CRP",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
184,"439","90","TN-T",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
185,"431","679","TP",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
186,"430","990","K",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
187,"437","187","TRSF",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
188,"425","968","LDL C",12,2,2,2,1,0,0,12,0,"MODULAR","MODULAR",0,"b01.l3.drivers.abbott.modular.ModularDriver","",1,0,1,10000,10000,2000,2000,30000,"COM155",9600,0,8,1,0,"",0,1
189,"426","45","LPA",63,1,1,1,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
190,"443","32","C4",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
191,"407","452","CO2-L",12,3,3,3,0,0,0,12,0,"MODULAR","MODULAR",0,"b01.l3.drivers.abbott.modular.ModularDriver","",1,0,1,10000,10000,2000,2000,30000,"COM155",9600,0,8,1,0,"",0,1
192,"459","124","CARB",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
193,"461","207","VALP",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
194,"454","111","TESTO",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
195,"451","840","PTH",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
196,"464","411","THEO",63,2,2,2,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
197,"450","650","INSULIN",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
198,"468","127","CROSSL",83,2,2,2,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
199,"462","508","PHENO",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
200,"463","772","RPHNY",63,2,2,2,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
201,"467","600","B12",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
202,"448","150","FSH",11,2,2,2,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
203,"460","620","Digoxin",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
204,"466","301","CEA",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
206,"469","101","Estradiol",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
207,"452","16","Progesterone",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
208,"453","131","PRL",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
209,"455","700","TG",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
211,"457","498","OPIAT",83,1,2,2,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
212,"456","477","COCAI",83,1,2,2,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
213,"449","140","LH",62,1,1,1,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
214,"473","458","IGA",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
215,"476","332","CA15-3",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
217,"472","674","IGG",63,2,2,2,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
218,"475","37","ASLO",83,1,1,1,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
219,"478","341","CA125",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
220,"477","351","CA19-9",62,2,2,2,0,0,0,62,0,"COBAS-E411","COBAS-E411",0,"b01.l3.drivers.roches.cobas.e411.CobasE411Driver","",1,0,1,10000,10000,2000,2000,30000,"COM25",9600,0,8,1,0,"",8825,1
221,"471","465","IGM",63,2,2,2,0,0,0,63,0,"COBAS-C311","COBAS-C311",0,"b01.l3.drivers.roches.cobas.c311.CobasC311Driver","",1,0,1,10000,10000,2000,2000,30000,"COM170",9600,0,8,1,0,"",0,1
222,"470","114","Folate",83,2,2,2,0,0,0,83,0,"COBAS-C501","COBAS-C501",0,"b01.l3.drivers.roches.cobas.cobas501.Cobas501Driver","",1,0,1,10000,10000,2000,2000,30000,"COM27",9600,0,8,1,0,"",8827,1
224,"476","330","CA.15.3",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
225,"477","350","CA.19.9",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
226,"478","340","CA.125",11,1,1,1,0,0,0,11,0,"ELECSYS","ELECSYS",0,"b01.l3.drivers.hitachi.elecsys2010.ElecsysDriver","",1,0,1,10000,10000,2000,2000,30000,"COM14",9600,0,8,1,0,"",8814,1
228,"500","ESR","ESR1",19,1,1,1,0,0,0,19,0,"SEDI-15","ISED",1,"b01.l3.drivers.alcor.ised.ISEDDriver","",1,0,0,10000,10000,2000,2000,30000,"COM20",9600,0,8,1,0,"",8820,1
